parent_pack_id,scene_pack_id,scene_id,turn_id_start,turn_id_end,turn_id_start_original,turn_id_end_original,turn_count,token_est,llm_readability_score
68c6ccf4-ed48-8320-8b46-abc5b6f9e7a9::68c6ccf4-ed48-8320-8b46-abc5b6f9e7a9::S3,68c6ccf4-ed48-8320-8b46-abc5b6f9e7a9::68c6ccf4-ed48-8320-8b46-abc5b6f9e7a9::S3::SC08,SC08,T0022p02,T0022p02,T0022,T0022,1,6438,95
68c6ccf4-ed48-8320-8b46-abc5b6f9e7a9::68c6ccf4-ed48-8320-8b46-abc5b6f9e7a9::S3,68c6ccf4-ed48-8320-8b46-abc5b6f9e7a9::68c6ccf4-ed48-8320-8b46-abc5b6f9e7a9::S3::SC09,SC09,T0022p03,T0022p03,T0022,T0022,1,6419,95
68c6ccf4-ed48-8320-8b46-abc5b6f9e7a9::68c6ccf4-ed48-8320-8b46-abc5b6f9e7a9::S3,68c6ccf4-ed48-8320-8b46-abc5b6f9e7a9::68c6ccf4-ed48-8320-8b46-abc5b6f9e7a9::S3::SC10,SC10,T0022p04,T0022p04,T0022,T0022,1,6395,65
68c6ccf4-ed48-8320-8b46-abc5b6f9e7a9::68c6ccf4-ed48-8320-8b46-abc5b6f9e7a9::S3,68c6ccf4-ed48-8320-8b46-abc5b6f9e7a9::68c6ccf4-ed48-8320-8b46-abc5b6f9e7a9::S3::SC11,SC11,T0022p05,T0023,T0022,T0023,2,3368,65
68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1,68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1::SC01,SC01,T0001,T0015,T0001,T0015,15,7488,65
68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1,68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1::SC02,SC02,T0016,T0031,T0016,T0031,16,7260,60
68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1,68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1::SC03,SC03,T0032,T0046,T0032,T0046,15,4773,90
68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1,68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1::SC04,SC04,T0047,T0062,T0047,T0062,16,5088,60
68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1,68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1::SC05,SC05,T0063,T0073,T0063,T0073,11,7567,65
68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1,68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1::SC06,SC06,T0074,T0097,T0074,T0097,24,7494,90
68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1,68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1::SC07,SC07,T0098p01,T0098p01,T0098,T0098,1,5914,95
68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1,68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1::SC08,SC08,T0098p02,T0103,T0098,T0103,6,7648,90
68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1,68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1::SC09,SC09,T0104,T0110,T0104,T0110,7,7593,60
68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1,68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1::SC10,SC10,T0111,T0131,T0111,T0131,21,7466,90
68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1,68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1::SC11,SC11,T0132,T0132,T0132,T0132,1,6881,65
68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1,68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1::SC12,SC12,T0133,T0135,T0133,T0135,3,4651,65
68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1,68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1::SC13,SC13,T0136,T0137,T0136,T0137,2,5142,65
68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1,68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1::SC14,SC14,T0138,T0145,T0138,T0145,8,6828,60
68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1,68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1::SC15,SC15,T0146,T0147,T0146,T0147,2,2674,60
68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1,68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1::SC16,SC16,T0148p01,T0148p01,T0148,T0148,1,6439,60
68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1,68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1::SC17,SC17,T0148p02,T0150,T0148,T0150,3,6581,60
68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1,68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1::SC18,SC18,T0151,T0153,T0151,T0153,3,3158,65
68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1,68d3902a-db10-8333-936a-1b3070619a37::68d3902a-db10-8333-936a-1b3070619a37::S1::SC19,SC19,T0154,T0154,T0154,T0154,1,6973,60
68d444c0-70d4-8331-9f94-b794bf5a11a5::68d444c0-70d4-8331-9f94-b794bf5a11a5::S1,68d444c0-70d4-8331-9f94-b794bf5a11a5::68d444c0-70d4-8331-9f94-b794bf5a11a5::S1::SC01,SC01,T0001,T0004,T0001,T0004,4,2402,95
68d444c0-70d4-8331-9f94-b794bf5a11a5::68d444c0-70d4-8331-9f94-b794bf5a11a5::S1,68d444c0-70d4-8331-9f94-b794bf5a11a5::68d444c0-70d4-8331-9f94-b794bf5a11a5::S1::SC02,SC02,T0005p01,T0005p01,T0005,T0005,1,6438,95
68d444c0-70d4-8331-9f94-b794bf5a11a5::68d444c0-70d4-8331-9f94-b794bf5a11a5::S1,68d444c0-70d4-8331-9f94-b794bf5a11a5::68d444c0-70d4-8331-9f94-b794bf5a11a5::S1::SC03,SC03,T0005p02,T0005p02,T0005,T0005,1,6414,95
68d444c0-70d4-8331-9f94-b794bf5a11a5::68d444c0-70d4-8331-9f94-b794bf5a11a5::S1,68d444c0-70d4-8331-9f94-b794bf5a11a5::68d444c0-70d4-8331-9f94-b794bf5a11a5::S1::SC04,SC04,T0005p03,T0005p03,T0005,T0005,1,4842,95
68d444c0-70d4-8331-9f94-b794bf5a11a5::68d444c0-70d4-8331-9f94-b794bf5a11a5::S1,68d444c0-70d4-8331-9f94-b794bf5a11a5::68d444c0-70d4-8331-9f94-b794bf5a11a5::S1::SC05,SC05,T0005p04,T0005p04,T0005,T0005,1,6420,95
68d444c0-70d4-8331-9f94-b794bf5a11a5::68d444c0-70d4-8331-9f94-b794bf5a11a5::S1,68d444c0-70d4-8331-9f94-b794bf5a11a5::68d444c0-70d4-8331-9f94-b794bf5a11a5::S1::SC06,SC06,T0005p05,T0005p05,T0005,T0005,1,6269,95
68d444c0-70d4-8331-9f94-b794bf5a11a5::68d444c0-70d4-8331-9f94-b794bf5a11a5::S1,68d444c0-70d4-8331-9f94-b794bf5a11a5::68d444c0-70d4-8331-9f94-b794bf5a11a5::S1::SC07,SC07,T0005p06,T0005p06,T0005,T0005,1,6436,95
68d444c0-70d4-8331-9f94-b794bf5a11a5::68d444c0-70d4-8331-9f94-b794bf5a11a5::S1,68d444c0-70d4-8331-9f94-b794bf5a11a5::68d444c0-70d4-8331-9f94-b794bf5a11a5::S1::SC08,SC08,T0005p07,T0005p07,T0005,T0005,1,6398,95
68d444c0-70d4-8331-9f94-b794bf5a11a5::68d444c0-70d4-8331-9f94-b794bf5a11a5::S1,68d444c0-70d4-8331-9f94-b794bf5a11a5::68d444c0-70d4-8331-9f94-b794bf5a11a5::S1::SC09,SC09,T0005p08,T0005p08,T0005,T0005,1,6429,95
68d444c0-70d4-8331-9f94-b794bf5a11a5::68d444c0-70d4-8331-9f94-b794bf5a11a5::S1,68d444c0-70d4-8331-9f94-b794bf5a11a5::68d444c0-70d4-8331-9f94-b794bf5a11a5::S1::SC10,SC10,T0005p09,T0011,T0005,T0011,7,6947,95
68d444c0-70d4-8331-9f94-b794bf5a11a5::68d444c0-70d4-8331-9f94-b794bf5a11a5::S1,68d444c0-70d4-8331-9f94-b794bf5a11a5::68d444c0-70d4-8331-9f94-b794bf5a11a5::S1::SC11,SC11,T0012,T0017,T0012,T0017,6,6236,95
68d444c0-70d4-8331-9f94-b794bf5a11a5::68d444c0-70d4-8331-9f94-b794bf5a11a5::S1,68d444c0-70d4-8331-9f94-b794bf5a11a5::68d444c0-70d4-8331-9f94-b794bf5a11a5::S1::SC12,SC12,T0018,T0020,T0018,T0020,3,7258,95
68d444c0-70d4-8331-9f94-b794bf5a11a5::68d444c0-70d4-8331-9f94-b794bf5a11a5::S1,68d444c0-70d4-8331-9f94-b794bf5a11a5::68d444c0-70d4-8331-9f94-b794bf5a11a5::S1::SC13,SC13,T0021,T0025,T0021,T0025,5,6484,95
68d444c0-70d4-8331-9f94-b794bf5a11a5::68d444c0-70d4-8331-9f94-b794bf5a11a5::S1,68d444c0-70d4-8331-9f94-b794bf5a11a5::68d444c0-70d4-8331-9f94-b794bf5a11a5::S1::SC14,SC14,T0026,T0036,T0026,T0036,11,7791,95
68d444c0-70d4-8331-9f94-b794bf5a11a5::68d444c0-70d4-8331-9f94-b794bf5a11a5::S1,68d444c0-70d4-8331-9f94-b794bf5a11a5::68d444c0-70d4-8331-9f94-b794bf5a11a5::S1::SC15,SC15,T0037,T0048,T0037,T0048,12,7413,90
68d444c0-70d4-8331-9f94-b794bf5a11a5::68d444c0-70d4-8331-9f94-b794bf5a11a5::S1,68d444c0-70d4-8331-9f94-b794bf5a11a5::68d444c0-70d4-8331-9f94-b794bf5a11a5::S1::SC16,SC16,T0049,T0074,T0049,T0074,26,7415,90
68d444c0-70d4-8331-9f94-b794bf5a11a5::68d444c0-70d4-8331-9f94-b794bf5a11a5::S1,68d444c0-70d4-8331-9f94-b794bf5a11a5::68d444c0-70d4-8331-9f94-b794bf5a11a5::S1::SC17,SC17,T0075,T0083,T0075,T0083,9,3427,95
68d88efc-ccc0-8322-b46e-ed90f9c83846::68d88efc-ccc0-8322-b46e-ed90f9c83846::S1,68d88efc-ccc0-8322-b46e-ed90f9c83846::68d88efc-ccc0-8322-b46e-ed90f9c83846::S1::SC01,SC01,T0001,T0010,T0001,T0010,10,1610,95
68d88efc-ccc0-8322-b46e-ed90f9c83846::68d88efc-ccc0-8322-b46e-ed90f9c83846::S1,68d88efc-ccc0-8322-b46e-ed90f9c83846::68d88efc-ccc0-8322-b46e-ed90f9c83846::S1::SC02,SC02,T0011p01,T0011p01,T0011,T0011,1,6419,95
68d88efc-ccc0-8322-b46e-ed90f9c83846::68d88efc-ccc0-8322-b46e-ed90f9c83846::S1,68d88efc-ccc0-8322-b46e-ed90f9c83846::68d88efc-ccc0-8322-b46e-ed90f9c83846::S1::SC03,SC03,T0011p02,T0011p02,T0011,T0011,1,6371,90
68d88efc-ccc0-8322-b46e-ed90f9c83846::68d88efc-ccc0-8322-b46e-ed90f9c83846::S1,68d88efc-ccc0-8322-b46e-ed90f9c83846::68d88efc-ccc0-8322-b46e-ed90f9c83846::S1::SC04,SC04,T0011p03,T0011p03,T0011,T0011,1,6016,90
68d88efc-ccc0-8322-b46e-ed90f9c83846::68d88efc-ccc0-8322-b46e-ed90f9c83846::S1,68d88efc-ccc0-8322-b46e-ed90f9c83846::68d88efc-ccc0-8322-b46e-ed90f9c83846::S1::SC05,SC05,T0011p04,T0012,T0011,T0012,2,6874,65
68d88efc-ccc0-8322-b46e-ed90f9c83846::68d88efc-ccc0-8322-b46e-ed90f9c83846::S1,68d88efc-ccc0-8322-b46e-ed90f9c83846::68d88efc-ccc0-8322-b46e-ed90f9c83846::S1::SC06,SC06,T0013p01,T0013p01,T0013,T0013,1,6232,95
68d88efc-ccc0-8322-b46e-ed90f9c83846::68d88efc-ccc0-8322-b46e-ed90f9c83846::S1,68d88efc-ccc0-8322-b46e-ed90f9c83846::68d88efc-ccc0-8322-b46e-ed90f9c83846::S1::SC07,SC07,T0013p02,T0013p02,T0013,T0013,1,6437,90
68d88efc-ccc0-8322-b46e-ed90f9c83846::68d88efc-ccc0-8322-b46e-ed90f9c83846::S1,68d88efc-ccc0-8322-b46e-ed90f9c83846::68d88efc-ccc0-8322-b46e-ed90f9c83846::S1::SC08,SC08,T0013p03,T0013p03,T0013,T0013,1,6425,65
68d88efc-ccc0-8322-b46e-ed90f9c83846::68d88efc-ccc0-8322-b46e-ed90f9c83846::S1,68d88efc-ccc0-8322-b46e-ed90f9c83846::68d88efc-ccc0-8322-b46e-ed90f9c83846::S1::SC09,SC09,T0013p04,T0019,T0013,T0019,7,6872,90
68d88efc-ccc0-8322-b46e-ed90f9c83846::68d88efc-ccc0-8322-b46e-ed90f9c83846::S1,68d88efc-ccc0-8322-b46e-ed90f9c83846::68d88efc-ccc0-8322-b46e-ed90f9c83846::S1::SC10,SC10,T0020,T0045,T0020,T0045,26,7734,95
68d88efc-ccc0-8322-b46e-ed90f9c83846::68d88efc-ccc0-8322-b46e-ed90f9c83846::S1,68d88efc-ccc0-8322-b46e-ed90f9c83846::68d88efc-ccc0-8322-b46e-ed90f9c83846::S1::SC11,SC11,T0046,T0050,T0046,T0050,5,1218,95
68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1,68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1::SC01,SC01,T0001p01,T0001p01,T0001,T0001,1,6403,60
68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1,68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1::SC02,SC02,T0001p02,T0001p02,T0001,T0001,1,6421,90
68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1,68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1::SC03,SC03,T0001p03,T0001p03,T0001,T0001,1,6429,65
68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1,68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1::SC04,SC04,T0001p04,T0001p04,T0001,T0001,1,6300,65
68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1,68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1::SC05,SC05,T0001p05,T0002,T0001,T0002,2,7108,90
68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1,68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1::SC06,SC06,T0003,T0005,T0003,T0005,3,6756,90
68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1,68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1::SC07,SC07,T0006,T0011,T0006,T0011,6,5632,90
68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1,68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1::SC08,SC08,T0012,T0016,T0012,T0016,5,4121,90
68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1,68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1::SC09,SC09,T0017,T0019,T0017,T0019,3,7712,90
68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1,68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1::SC10,SC10,T0020,T0024,T0020,T0024,5,6471,90
68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1,68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1::SC11,SC11,T0025,T0026,T0025,T0026,2,3765,90
68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1,68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1::SC12,SC12,T0027,T0027,T0027,T0027,1,7133,90
68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1,68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1::SC13,SC13,T0028,T0029,T0028,T0029,2,5712,90
68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1,68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1::SC14,SC14,T0030p01,T0030p01,T0030,T0030,1,6343,60
68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1,68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1::SC15,SC15,T0030p02,T0032,T0030,T0032,3,5392,90
68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1,68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1::SC16,SC16,T0033,T0033,T0033,T0033,1,5122,90
68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1,68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1::SC17,SC17,T0034,T0035,T0034,T0035,2,7789,90
68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1,68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1::SC18,SC18,T0036,T0037,T0036,T0037,2,4746,90
68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1,68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1::SC19,SC19,T0038,T0040,T0038,T0040,3,5496,90
68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1,68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1::SC20,SC20,T0041,T0046,T0041,T0046,6,7570,90
68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1,68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S1::SC21,SC21,T0047,T0054,T0047,T0054,8,3064,90
68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S3,68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S3::SC01,SC01,T0001p01,T0001p01,T0001,T0001,1,6369,95
68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S3,68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S3::SC02,SC02,T0001p02,T0007,T0001,T0007,7,5954,60
68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S3,68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S3::SC03,SC03,T0008p01,T0008p01,T0008,T0008,1,6281,90
68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S3,68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S3::SC04,SC04,T0008p02,T0010,T0008,T0010,3,5519,95
68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S3,68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S3::SC05,SC05,T0011,T0011,T0011,T0011,1,2891,95
68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S3,68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S3::SC06,SC06,T0012,T0021,T0012,T0021,10,7655,90
68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S3,68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S3::SC07,SC07,T0022,T0025,T0022,T0025,4,2823,90
68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S3,68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S3::SC08,SC08,T0026,T0027,T0026,T0027,2,5310,90
68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S3,68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S3::SC09,SC09,T0028,T0029,T0028,T0029,2,4930,90
68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S3,68dba9e8-4728-832f-8c82-3fe1cff55b06::68dba9e8-4728-832f-8c82-3fe1cff55b06::S3::SC10,SC10,T0030,T0030,T0030,T0030,1,2999,90
68e0bd2d-06c0-8326-af22-bd417430cad7::68e0bd2d-06c0-8326-af22-bd417430cad7::S1,68e0bd2d-06c0-8326-af22-bd417430cad7::68e0bd2d-06c0-8326-af22-bd417430cad7::S1::SC01,SC01,T0001,T0008,T0001,T0008,8,5814,90
68e0bd2d-06c0-8326-af22-bd417430cad7::68e0bd2d-06c0-8326-af22-bd417430cad7::S1,68e0bd2d-06c0-8326-af22-bd417430cad7::68e0bd2d-06c0-8326-af22-bd417430cad7::S1::SC02,SC02,T0009,T0009,T0009,T0009,1,4629,90
