parent_pack_id,scene_pack_id,scene_id,turn_id_start,turn_id_end,turn_id_start_original,turn_id_end_original,turn_count,token_est,llm_readability_score
68e0bd2d-06c0-8326-af22-bd417430cad7::68e0bd2d-06c0-8326-af22-bd417430cad7::S1,68e0bd2d-06c0-8326-af22-bd417430cad7::68e0bd2d-06c0-8326-af22-bd417430cad7::S1::SC03,SC03,T0010,T0012,T0010,T0012,3,6512,95
68e0bd2d-06c0-8326-af22-bd417430cad7::68e0bd2d-06c0-8326-af22-bd417430cad7::S1,68e0bd2d-06c0-8326-af22-bd417430cad7::68e0bd2d-06c0-8326-af22-bd417430cad7::S1::SC04,SC04,T0013,T0013,T0013,T0013,1,4280,90
68e0bd2d-06c0-8326-af22-bd417430cad7::68e0bd2d-06c0-8326-af22-bd417430cad7::S1,68e0bd2d-06c0-8326-af22-bd417430cad7::68e0bd2d-06c0-8326-af22-bd417430cad7::S1::SC05,SC05,T0014,T0014,T0014,T0014,1,4351,95
68e0bd2d-06c0-8326-af22-bd417430cad7::68e0bd2d-06c0-8326-af22-bd417430cad7::S1,68e0bd2d-06c0-8326-af22-bd417430cad7::68e0bd2d-06c0-8326-af22-bd417430cad7::S1::SC06,SC06,T0015,T0015,T0015,T0015,1,3778,90
68e0bd2d-06c0-8326-af22-bd417430cad7::68e0bd2d-06c0-8326-af22-bd417430cad7::S1,68e0bd2d-06c0-8326-af22-bd417430cad7::68e0bd2d-06c0-8326-af22-bd417430cad7::S1::SC07,SC07,T0016,T0018,T0016,T0018,3,6697,95
68e0bd2d-06c0-8326-af22-bd417430cad7::68e0bd2d-06c0-8326-af22-bd417430cad7::S1,68e0bd2d-06c0-8326-af22-bd417430cad7::68e0bd2d-06c0-8326-af22-bd417430cad7::S1::SC08,SC08,T0019,T0019,T0019,T0019,1,1661,95
68e0bd2d-06c0-8326-af22-bd417430cad7::68e0bd2d-06c0-8326-af22-bd417430cad7::S1,68e0bd2d-06c0-8326-af22-bd417430cad7::68e0bd2d-06c0-8326-af22-bd417430cad7::S1::SC09,SC09,T0020,T0020,T0020,T0020,1,6544,95
68e0bd2d-06c0-8326-af22-bd417430cad7::68e0bd2d-06c0-8326-af22-bd417430cad7::S1,68e0bd2d-06c0-8326-af22-bd417430cad7::68e0bd2d-06c0-8326-af22-bd417430cad7::S1::SC10,SC10,T0021,T0021,T0021,T0021,1,3559,95
68e0bd2d-06c0-8326-af22-bd417430cad7::68e0bd2d-06c0-8326-af22-bd417430cad7::S1,68e0bd2d-06c0-8326-af22-bd417430cad7::68e0bd2d-06c0-8326-af22-bd417430cad7::S1::SC11,SC11,T0022,T0022,T0022,T0022,1,6980,95
68e0bd2d-06c0-8326-af22-bd417430cad7::68e0bd2d-06c0-8326-af22-bd417430cad7::S1,68e0bd2d-06c0-8326-af22-bd417430cad7::68e0bd2d-06c0-8326-af22-bd417430cad7::S1::SC12,SC12,T0023,T0023,T0023,T0023,1,3684,95
68e0bd2d-06c0-8326-af22-bd417430cad7::68e0bd2d-06c0-8326-af22-bd417430cad7::S1,68e0bd2d-06c0-8326-af22-bd417430cad7::68e0bd2d-06c0-8326-af22-bd417430cad7::S1::SC13,SC13,T0024,T0024,T0024,T0024,1,6813,95
68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S5,68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S5::SC01,SC01,T0001p01,T0001p01,T0001,T0001,1,6433,90
68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S5,68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S5::SC02,SC02,T0001p02,T0001p02,T0001,T0001,1,6427,90
68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S5,68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S5::SC03,SC03,T0001p03,T0001p03,T0001,T0001,1,6364,90
68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S5,68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S5::SC04,SC04,T0001p04,T0001p04,T0001,T0001,1,6136,90
68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S5,68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S5::SC05,SC05,T0001p05,T0001p05,T0001,T0001,1,5802,90
68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S5,68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S5::SC06,SC06,T0001p06,T0001p06,T0001,T0001,1,6389,65
68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S5,68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S5::SC07,SC07,T0001p07,T0001p07,T0001,T0001,1,6437,90
68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S5,68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S5::SC08,SC08,T0001p08,T0003,T0001,T0003,3,6791,90
68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6,68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6::SC01,SC01,T0001p01,T0001p01,T0001,T0001,1,6433,90
68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6,68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6::SC02,SC02,T0001p02,T0001p02,T0001,T0001,1,6427,90
68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6,68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6::SC03,SC03,T0001p03,T0001p03,T0001,T0001,1,6364,90
68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6,68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6::SC04,SC04,T0001p04,T0001p04,T0001,T0001,1,6136,90
68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6,68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6::SC05,SC05,T0001p05,T0001p05,T0001,T0001,1,5802,90
68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6,68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6::SC06,SC06,T0001p06,T0001p06,T0001,T0001,1,6389,65
68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6,68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6::SC07,SC07,T0001p07,T0001p07,T0001,T0001,1,6437,90
68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6,68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6::SC08,SC08,T0001p08,T0006,T0001,T0006,6,7656,90
68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6,68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6::SC09,SC09,T0007,T0015,T0007,T0015,9,7628,90
68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6,68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6::SC10,SC10,T0016,T0018,T0016,T0018,3,5244,90
68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6,68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6::SC11,SC11,T0019,T0022,T0019,T0022,4,4717,90
68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6,68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6::SC12,SC12,T0023p01,T0023p01,T0023,T0023,1,6442,90
68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6,68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6::SC13,SC13,T0023p02,T0023p02,T0023,T0023,1,6438,90
68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6,68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6::SC14,SC14,T0023p03,T0023p03,T0023,T0023,1,6294,60
68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6,68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6::SC15,SC15,T0023p04,T0023p04,T0023,T0023,1,6321,95
68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6,68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6::SC16,SC16,T0023p05,T0023p05,T0023,T0023,1,2905,95
68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6,68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6::SC17,SC17,T0023p06,T0023p06,T0023,T0023,1,6444,90
68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6,68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6::SC18,SC18,T0023p07,T0023p08,T0023,T0023,2,7753,90
68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6,68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6::SC19,SC19,T0024,T0027,T0024,T0027,4,4779,90
68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6,68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6::SC20,SC20,T0028,T0032,T0028,T0032,5,4612,90
68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6,68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6::SC21,SC21,T0033p01,T0033p01,T0033,T0033,1,6372,60
68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6,68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6::SC22,SC22,T0033p02,T0034,T0033,T0034,2,2681,95
68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6,68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6::SC23,SC23,T0035,T0035,T0035,T0035,1,7848,60
68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6,68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6::SC24,SC24,T0036,T0041,T0036,T0041,6,6490,60
68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6,68e142f0-bb28-8329-a50e-fbaf34ae665a::68e142f0-bb28-8329-a50e-fbaf34ae665a::S6::SC25,SC25,T0042,T0043,T0042,T0043,2,2478,90
68e73daf-26b0-8325-80fb-3239ed981992::68e73daf-26b0-8325-80fb-3239ed981992::S2,68e73daf-26b0-8325-80fb-3239ed981992::68e73daf-26b0-8325-80fb-3239ed981992::S2::SC01,SC01,T0001p01,T0001p01,T0001,T0001,1,6408,60
68e73daf-26b0-8325-80fb-3239ed981992::68e73daf-26b0-8325-80fb-3239ed981992::S2,68e73daf-26b0-8325-80fb-3239ed981992::68e73daf-26b0-8325-80fb-3239ed981992::S2::SC02,SC02,T0001p02,T0001p02,T0001,T0001,1,6325,90
68e73daf-26b0-8325-80fb-3239ed981992::68e73daf-26b0-8325-80fb-3239ed981992::S2,68e73daf-26b0-8325-80fb-3239ed981992::68e73daf-26b0-8325-80fb-3239ed981992::S2::SC03,SC03,T0001p03,T0001p03,T0001,T0001,1,6400,90
68e73daf-26b0-8325-80fb-3239ed981992::68e73daf-26b0-8325-80fb-3239ed981992::S2,68e73daf-26b0-8325-80fb-3239ed981992::68e73daf-26b0-8325-80fb-3239ed981992::S2::SC04,SC04,T0001p04,T0001p04,T0001,T0001,1,6227,65
68e73daf-26b0-8325-80fb-3239ed981992::68e73daf-26b0-8325-80fb-3239ed981992::S2,68e73daf-26b0-8325-80fb-3239ed981992::68e73daf-26b0-8325-80fb-3239ed981992::S2::SC05,SC05,T0001p05,T0001p05,T0001,T0001,1,6444,90
68e73daf-26b0-8325-80fb-3239ed981992::68e73daf-26b0-8325-80fb-3239ed981992::S2,68e73daf-26b0-8325-80fb-3239ed981992::68e73daf-26b0-8325-80fb-3239ed981992::S2::SC06,SC06,T0001p06,T0001p06,T0001,T0001,1,6302,90
68e73daf-26b0-8325-80fb-3239ed981992::68e73daf-26b0-8325-80fb-3239ed981992::S2,68e73daf-26b0-8325-80fb-3239ed981992::68e73daf-26b0-8325-80fb-3239ed981992::S2::SC07,SC07,T0001p07,T0003,T0001,T0003,3,6823,60
68e73daf-26b0-8325-80fb-3239ed981992::68e73daf-26b0-8325-80fb-3239ed981992::S2,68e73daf-26b0-8325-80fb-3239ed981992::68e73daf-26b0-8325-80fb-3239ed981992::S2::SC08,SC08,T0004,T0005p01,T0004,T0005,2,7733,60
68e73daf-26b0-8325-80fb-3239ed981992::68e73daf-26b0-8325-80fb-3239ed981992::S2,68e73daf-26b0-8325-80fb-3239ed981992::68e73daf-26b0-8325-80fb-3239ed981992::S2::SC09,SC09,T0005p02,T0015,T0005,T0015,11,6672,90
68e73daf-26b0-8325-80fb-3239ed981992::68e73daf-26b0-8325-80fb-3239ed981992::S2,68e73daf-26b0-8325-80fb-3239ed981992::68e73daf-26b0-8325-80fb-3239ed981992::S2::SC10,SC10,T0016,T0016,T0016,T0016,1,1544,90
68e7d7f1-b2a0-832a-92bf-020d25f680a7::68e7d7f1-b2a0-832a-92bf-020d25f680a7::S2,68e7d7f1-b2a0-832a-92bf-020d25f680a7::68e7d7f1-b2a0-832a-92bf-020d25f680a7::S2::SC01,SC01,T0001p01,T0001p01,T0001,T0001,1,6439,95
68e7d7f1-b2a0-832a-92bf-020d25f680a7::68e7d7f1-b2a0-832a-92bf-020d25f680a7::S2,68e7d7f1-b2a0-832a-92bf-020d25f680a7::68e7d7f1-b2a0-832a-92bf-020d25f680a7::S2::SC02,SC02,T0001p02,T0002,T0001,T0002,2,5911,95
68e7d7f1-b2a0-832a-92bf-020d25f680a7::68e7d7f1-b2a0-832a-92bf-020d25f680a7::S2,68e7d7f1-b2a0-832a-92bf-020d25f680a7::68e7d7f1-b2a0-832a-92bf-020d25f680a7::S2::SC03,SC03,T0003p01,T0003p01,T0003,T0003,1,6408,60
68e7d7f1-b2a0-832a-92bf-020d25f680a7::68e7d7f1-b2a0-832a-92bf-020d25f680a7::S2,68e7d7f1-b2a0-832a-92bf-020d25f680a7::68e7d7f1-b2a0-832a-92bf-020d25f680a7::S2::SC04,SC04,T0003p02,T0003p02,T0003,T0003,1,6325,90
68e7d7f1-b2a0-832a-92bf-020d25f680a7::68e7d7f1-b2a0-832a-92bf-020d25f680a7::S2,68e7d7f1-b2a0-832a-92bf-020d25f680a7::68e7d7f1-b2a0-832a-92bf-020d25f680a7::S2::SC05,SC05,T0003p03,T0003p03,T0003,T0003,1,6400,90
68e7d7f1-b2a0-832a-92bf-020d25f680a7::68e7d7f1-b2a0-832a-92bf-020d25f680a7::S2,68e7d7f1-b2a0-832a-92bf-020d25f680a7::68e7d7f1-b2a0-832a-92bf-020d25f680a7::S2::SC06,SC06,T0003p04,T0003p04,T0003,T0003,1,6227,65
68e7d7f1-b2a0-832a-92bf-020d25f680a7::68e7d7f1-b2a0-832a-92bf-020d25f680a7::S2,68e7d7f1-b2a0-832a-92bf-020d25f680a7::68e7d7f1-b2a0-832a-92bf-020d25f680a7::S2::SC07,SC07,T0003p05,T0003p05,T0003,T0003,1,6444,90
68e7d7f1-b2a0-832a-92bf-020d25f680a7::68e7d7f1-b2a0-832a-92bf-020d25f680a7::S2,68e7d7f1-b2a0-832a-92bf-020d25f680a7::68e7d7f1-b2a0-832a-92bf-020d25f680a7::S2::SC08,SC08,T0003p06,T0003p06,T0003,T0003,1,6302,90
68e7d7f1-b2a0-832a-92bf-020d25f680a7::68e7d7f1-b2a0-832a-92bf-020d25f680a7::S2,68e7d7f1-b2a0-832a-92bf-020d25f680a7::68e7d7f1-b2a0-832a-92bf-020d25f680a7::S2::SC09,SC09,T0003p07,T0003p07,T0003,T0003,1,5603,65
68e7d7f1-b2a0-832a-92bf-020d25f680a7::68e7d7f1-b2a0-832a-92bf-020d25f680a7::S2,68e7d7f1-b2a0-832a-92bf-020d25f680a7::68e7d7f1-b2a0-832a-92bf-020d25f680a7::S2::SC10,SC10,T0004p01,T0004p01,T0004,T0004,1,6272,95
68e7d7f1-b2a0-832a-92bf-020d25f680a7::68e7d7f1-b2a0-832a-92bf-020d25f680a7::S2,68e7d7f1-b2a0-832a-92bf-020d25f680a7::68e7d7f1-b2a0-832a-92bf-020d25f680a7::S2::SC11,SC11,T0004p02,T0004p02,T0004,T0004,1,6377,65
68e7d7f1-b2a0-832a-92bf-020d25f680a7::68e7d7f1-b2a0-832a-92bf-020d25f680a7::S2,68e7d7f1-b2a0-832a-92bf-020d25f680a7::68e7d7f1-b2a0-832a-92bf-020d25f680a7::S2::SC12,SC12,T0004p03,T0009,T0004,T0009,6,7553,60
68e7d7f1-b2a0-832a-92bf-020d25f680a7::68e7d7f1-b2a0-832a-92bf-020d25f680a7::S2,68e7d7f1-b2a0-832a-92bf-020d25f680a7::68e7d7f1-b2a0-832a-92bf-020d25f680a7::S2::SC13,SC13,T0010,T0019,T0010,T0019,10,7611,60
68e81bb3-f06c-832c-a2b3-c41b2811bc5d::68e81bb3-f06c-832c-a2b3-c41b2811bc5d::S2,68e81bb3-f06c-832c-a2b3-c41b2811bc5d::68e81bb3-f06c-832c-a2b3-c41b2811bc5d::S2::SC01,SC01,T0001,T0011,T0001,T0011,11,7388,90
68e81bb3-f06c-832c-a2b3-c41b2811bc5d::68e81bb3-f06c-832c-a2b3-c41b2811bc5d::S2,68e81bb3-f06c-832c-a2b3-c41b2811bc5d::68e81bb3-f06c-832c-a2b3-c41b2811bc5d::S2::SC02,SC02,T0012,T0015p01,T0012,T0015,4,7802,60
68e81bb3-f06c-832c-a2b3-c41b2811bc5d::68e81bb3-f06c-832c-a2b3-c41b2811bc5d::S2,68e81bb3-f06c-832c-a2b3-c41b2811bc5d::68e81bb3-f06c-832c-a2b3-c41b2811bc5d::S2::SC03,SC03,T0015p02,T0015p02,T0015,T0015,1,6325,90
68e81bb3-f06c-832c-a2b3-c41b2811bc5d::68e81bb3-f06c-832c-a2b3-c41b2811bc5d::S2,68e81bb3-f06c-832c-a2b3-c41b2811bc5d::68e81bb3-f06c-832c-a2b3-c41b2811bc5d::S2::SC04,SC04,T0015p03,T0015p03,T0015,T0015,1,6400,90
68e81bb3-f06c-832c-a2b3-c41b2811bc5d::68e81bb3-f06c-832c-a2b3-c41b2811bc5d::S2,68e81bb3-f06c-832c-a2b3-c41b2811bc5d::68e81bb3-f06c-832c-a2b3-c41b2811bc5d::S2::SC05,SC05,T0015p04,T0015p04,T0015,T0015,1,6227,65
68e81bb3-f06c-832c-a2b3-c41b2811bc5d::68e81bb3-f06c-832c-a2b3-c41b2811bc5d::S2,68e81bb3-f06c-832c-a2b3-c41b2811bc5d::68e81bb3-f06c-832c-a2b3-c41b2811bc5d::S2::SC06,SC06,T0015p05,T0015p06,T0015,T0015,2,7258,90
68e81bb3-f06c-832c-a2b3-c41b2811bc5d::68e81bb3-f06c-832c-a2b3-c41b2811bc5d::S2,68e81bb3-f06c-832c-a2b3-c41b2811bc5d::68e81bb3-f06c-832c-a2b3-c41b2811bc5d::S2::SC07,SC07,T0016,T0026,T0016,T0026,11,6886,60
68e81bb3-f06c-832c-a2b3-c41b2811bc5d::68e81bb3-f06c-832c-a2b3-c41b2811bc5d::S2,68e81bb3-f06c-832c-a2b3-c41b2811bc5d::68e81bb3-f06c-832c-a2b3-c41b2811bc5d::S2::SC08,SC08,T0027,T0030,T0027,T0030,4,5058,90
68fb66e3-7254-832a-b1e2-55c740304652::68fb66e3-7254-832a-b1e2-55c740304652::S4,68fb66e3-7254-832a-b1e2-55c740304652::68fb66e3-7254-832a-b1e2-55c740304652::S4::SC01,SC01,T0001,T0006,T0001,T0006,6,6136,60
68fb66e3-7254-832a-b1e2-55c740304652::68fb66e3-7254-832a-b1e2-55c740304652::S4,68fb66e3-7254-832a-b1e2-55c740304652::68fb66e3-7254-832a-b1e2-55c740304652::S4::SC02,SC02,T0007,T0007,T0007,T0007,1,6965,90
68fb66e3-7254-832a-b1e2-55c740304652::68fb66e3-7254-832a-b1e2-55c740304652::S4,68fb66e3-7254-832a-b1e2-55c740304652::68fb66e3-7254-832a-b1e2-55c740304652::S4::SC03,SC03,T0008,T0010,T0008,T0010,3,6246,90
68fb66e3-7254-832a-b1e2-55c740304652::68fb66e3-7254-832a-b1e2-55c740304652::S4,68fb66e3-7254-832a-b1e2-55c740304652::68fb66e3-7254-832a-b1e2-55c740304652::S4::SC04,SC04,T0011,T0013,T0011,T0013,3,5039,90
68fb66e3-7254-832a-b1e2-55c740304652::68fb66e3-7254-832a-b1e2-55c740304652::S4,68fb66e3-7254-832a-b1e2-55c740304652::68fb66e3-7254-832a-b1e2-55c740304652::S4::SC05,SC05,T0014,T0014,T0014,T0014,1,6824,90
68fb66e3-7254-832a-b1e2-55c740304652::68fb66e3-7254-832a-b1e2-55c740304652::S4,68fb66e3-7254-832a-b1e2-55c740304652::68fb66e3-7254-832a-b1e2-55c740304652::S4::SC06,SC06,T0015p01,T0015p01,T0015,T0015,1,6445,90
68fb66e3-7254-832a-b1e2-55c740304652::68fb66e3-7254-832a-b1e2-55c740304652::S4,68fb66e3-7254-832a-b1e2-55c740304652::68fb66e3-7254-832a-b1e2-55c740304652::S4::SC07,SC07,T0015p02,T0015p02,T0015,T0015,1,6445,90
68fb66e3-7254-832a-b1e2-55c740304652::68fb66e3-7254-832a-b1e2-55c740304652::S4,68fb66e3-7254-832a-b1e2-55c740304652::68fb66e3-7254-832a-b1e2-55c740304652::S4::SC08,SC08,T0015p03,T0015p04,T0015,T0015,2,7278,90
68fb66e3-7254-832a-b1e2-55c740304652::68fb66e3-7254-832a-b1e2-55c740304652::S4,68fb66e3-7254-832a-b1e2-55c740304652::68fb66e3-7254-832a-b1e2-55c740304652::S4::SC09,SC09,T0016,T0018,T0016,T0018,3,4580,90
